artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes
2pac,ghetto gospel,238053,TRUE,2004,68,81.43589744,61.46146146,5,-5.352,0,8.107638889,10.79507279,0,9.237983587,68.1397739,80.569,hip hop,3.96755
craig david,don't love you no more (i'm sorry),243986,FALSE,2005,56,65.23076923,55.85585586,7,-7.076,1,4.253472222,51.73572228,0,7.268464244,58.78725591,100.113,hip hop,4.066433333
lil jon & the east side boyz,lovers and friends,260600,TRUE,2004,66,69.23076923,50.15015015,10,-6.183,1,38.19444444,6.058230683,0,50.29308324,54.67625899,139.861,hip hop,4.343333333
mariah carey,don't forget about us - radio edit,233866,FALSE,2005,0,71.79487179,52.95295295,10,-6.816,0,6.857638889,4.725643897,0,11.84056272,39.67112025,143.555,pop,3.897766667
will smith,switch,197666,FALSE,2020,34,89.53846154,90.09009009,5,-4.325,0,31.25,1.198208287,0.000502,65.18171161,49.12641316,102.516,hip hop,3.294433333
bow wow,like you (feat. ciara),205840,FALSE,2005,66,73.23076923,60.06006006,6,-8.365,1,15.20833333,5.207166853,0,7.573270809,51.79856115,82.017,hip hop,3.430666667
kaiser chiefs,everyday i love you less and less,217706,FALSE,2005,58,50.25641026,95.6956957,1,-4.556,0,7.065972222,0.521836506,6.15E-06,28.37045721,59.30113052,160.028,rock,3.628433333
kelly clarkson,behind these hazel eyes,198973,FALSE,2004,59,56.20512821,88.98898899,9,-4.682,1,6.631944444,0.184770437,0.00109,23.09495897,43.67934224,90.048,pop,3.316216667
black eyed peas,don't lie,219000,FALSE,2005,61,67.8974359,78.57857858,9,-5.299,1,32.29166667,17.91713326,0,9.19109027,62.07605344,89.885,hip hop,3.65
westlife,you raise me up,241066,FALSE,2005,1,13.23076923,35.83583584,10,-6.596,1,5.451388889,70.66069429,0,10.38686987,17.67728674,75.048,pop,4.017766667
ray j,one wish,337640,FALSE,2005,62,53.84615385,65.26526527,5,-7.042,0,48.61111111,31.13101904,0,39.74208675,61.8705036,127.673,hip hop,5.627333333
papa roach,scars,208199,FALSE,2004,60,46.66666667,92.99299299,11,-3.295,1,8.576388889,9.798432251,0,26.4947245,49.74306269,89.782,rock,3.469983333
arctic monkeys,i bet you look good on the dancefloor,173680,FALSE,2006,71,54.87179487,94.89489489,6,-4.19,0,6.180555556,0.251959686,0,44.07971864,79.95889003,103.183,rock,2.894666667
shayne ward,that's my goal,219600,FALSE,2006,1,29.33333333,50.85085085,2,-5.966,1,5.833333333,41.65733483,0,31.65298945,14.38848921,68.637,pop,3.66
bow wow,let me hold you (feat. omarion),248493,FALSE,2005,62,83.58974359,66.26626627,6,-8.244,1,34.54861111,10.24636058,0.000409,10.52754982,62.7954779,151.518,hip hop,4.14155
kaiser chiefs,i predict a riot,233186,FALSE,2005,63,40.51282051,97.997998,8,-3.241,1,13.29861111,2.721164614,0,14.06799531,42.1377184,158.842,rock,3.886433333
usher,caught up,224640,FALSE,2004,61,83.79487179,80.68068068,6,-4.606,1,10.81597222,3.023516237,9.00E-06,13.95076202,82.73381295,110.086,hip hop,3.744
kelly clarkson,because of you,219493,FALSE,2004,71,60.20512821,58.35835836,5,-5.284,0,5.434027778,27.77155655,0,14.53692849,15.41623844,139.92,pop,3.658216667
3 doors down,let me go,243053,FALSE,2012,52,49.02564103,86.38638639,1,-4.914,0,6.71875,2.0268757,0,13.01289566,50.46248715,92.004,pop,4.050883333
nickelback,photograph,258920,FALSE,2005,67,52.82051282,87.68768769,8,-3.756,1,5.069444444,0.104367301,0.000166,15.94372802,39.56834532,145.916,rock,4.315333333
destiny's child,cater 2 u,245400,FALSE,2004,58,62.05128205,58.45845846,11,-7.043,0,34.20138889,32.0268757,0,27.54982415,47.68756423,125.802,pop,4.09
the pussycat dolls,stickwitu,207506,FALSE,2005,67,56.20512821,55.45545546,9,-6.408,1,10.19097222,31.69092945,0,8.300117233,39.26002055,79.918,pop,3.458433333
stereophonics,dakota,297426,FALSE,2005,69,51.8974359,93.09309309,4,-3.499,1,11.71875,14.44568869,0.00682,10.9144197,31.34635149,146.994,rock,4.9571
eminem,like toy soldiers,296880,TRUE,2004,67,53.33333333,76.87687688,8,-3.489,0,62.32638889,2.161254199,0.00034,12.1922626,40.90441932,79.178,hip hop,4.948
coldplay,speed of sound,287906,FALSE,2005,69,52.71794872,89.88988989,11,-6.765,0,10.01736111,0.546472564,0.0345,8.745603751,36.27954779,123.067,rock,4.798433333
kt tunstall,suddenly i see,201706,FALSE,2005,71,60.20512821,76.77677678,0,-5.713,1,7.795138889,25.19596865,0,13.13012896,68.24254882,100.38,World/Traditional,3.361766667
destiny's child,girl,224146,FALSE,2004,55,58.15384615,74.77477477,6,-6.019,0,18.22916667,34.71444569,0,4.68933177,57.14285714,89.036,pop,3.735766667
kelly clarkson,since u been gone,188960,FALSE,2004,71,67.8974359,73.97397397,9,-5.354,0,5.590277778,0.230683091,0.0603,13.24736225,39.26002055,130.999,pop,3.149333333
u2,sometimes you can't make it on your own,305080,FALSE,2004,56,54.35897436,59.75975976,2,-5.652,1,4.288194444,0.307950728,0.473,12.3094959,35.56012333,96,World/Traditional,5.084666667
the all-american rejects,dirty little secret,193653,FALSE,2005,65,48.1025641,95.5955956,10,-4.253,1,7.5,0.038409854,1.35E-06,64.24384525,47.48201439,143.853,rock,3.22755
toby keith,as good as i once was,227840,FALSE,2005,67,69.74358974,87.08708709,5,-4.461,1,6.822916667,29.78723404,0,12.77842907,66.39260021,119.075,country,3.797333333
gwen stefani,cool,189333,FALSE,2004,59,72.71794872,72.17217217,2,-3.52,1,4.878472222,3.605823068,0.000309,41.61781946,82.32271326,112.019,pop,3.15555
foo fighters,best of you,255626,FALSE,2005,76,37.53846154,94.09409409,1,-5.119,0,12.08333333,0.086114222,9.42E-05,22.03985932,37.92394656,130.198,rock,4.260433333
shakira,hips don't lie (feat. wyclef jean),218093,FALSE,2005,82,79.79487179,82.48248248,10,-5.892,0,12.27430556,31.80291153,0,47.47948417,77.90339157,100.024,pop,3.634883333
sean paul,temperature,218573,FALSE,2005,78,97.53846154,60.06006006,0,-4.675,0,11.89236111,11.87010078,0,8.347010551,84.48098664,125.04,hip hop,3.642883333
justin timberlake,sexyback (feat. timbaland),242733,TRUE,2006,78,99.17948718,58.35835836,7,-5.562,0,13.69791667,6.539753639,0,6.084407972,99.07502569,117,pop,4.04555
beyoncé,irreplaceable,227853,FALSE,2007,70,45.84615385,69.46946947,7,-4.637,0,66.31944444,3.281075028,5.46E-06,19.57796014,52.31243577,175.868,pop,3.79755
rihanna,sos,238920,FALSE,2006,73,69.43589744,67.16716717,7,-4.905,1,6.267361111,0.447928331,5.07E-05,48.41735053,54.16238438,137.046,hip hop,3.982
gnarls barkley,crazy,177466,FALSE,2006,74,87.69230769,58.75875876,8,-4.589,1,5.833333333,5.655095185,0.00714,12.3094959,65.77595067,111.97,hip hop,2.957766667
busta rhymes,touch it,214960,TRUE,2006,61,67.48717949,55.15515516,1,-6.62,1,64.23611111,0.481522956,0.000108,23.09495897,45.42651593,138.335,hip hop,3.582666667
nelly furtado,maneater,258893,FALSE,2006,79,81.64102564,77.77777778,6,-4.81,1,6.892361111,2.922732363,0.000358,14.1852286,80.88386434,132.722,hip hop,4.314883333
bob sinclar,rock this party - everybody dance now,245466,FALSE,2006,69,91.58974359,82.38238238,5,-3.708,0,21.18055556,7.995520717,0,5.967174678,92.70298047,128.009,pop,4.0911
diddy,come to me (feat. nicole scherzinger),276786,TRUE,2006,55,84,48.54854855,6,-6.45,0,13.125,1.970884658,0,77.13950762,39.67112025,96.998,hip hop,4.6131
madonna,sorry,281880,FALSE,2005,61,60.41025641,87.78778779,0,-6.229,0,7.986111111,0.13549832,0.013,19.81242673,45.52929085,132.971,pop,4.698
chamillionaire,ridin',303053,TRUE,2005,71,80.71794872,79.97997998,8,-4.68,0,17.23958333,21.16461366,0,35.16998828,85.81706064,143.052,hip hop,5.050883333
black eyed peas,pump it,213066,FALSE,2005,75,66.46153846,93.19319319,1,-3.15,0,31.42361111,1.049272116,0,88.15943728,76.46454265,153.649,hip hop,3.5511
nelly furtado,promiscuous,242293,FALSE,2006,82,82.87179487,97.0970971,10,-6.098,0,8.784722222,6.371780515,6.13E-05,18.05392732,89.20863309,114.328,hip hop,4.038216667
fedde le grand,put your hands up for detroit - radio edit,150533,FALSE,2015,39,83.48717949,92.39239239,7,-4.525,1,39.75694444,1.724524076,0.154,10.10550996,53.23741007,127.919,pop,2.508883333
sean paul,(when you gonna) give it up to me (feat. keyshia cole) - radio version,243880,FALSE,2006,58,72.92307692,76.17617618,8,-3.04,1,39.0625,7.502799552,0,4.806565064,73.79239466,95.824,hip hop,4.064666667
ciara,get up (feat. chamillionaire),261880,FALSE,2006,59,98.87179487,59.55955956,1,-6.887,0,18.92361111,2.777155655,5.14E-06,4.747948417,64.64542652,128.593,pop,4.364666667
eminem,shake that,274440,TRUE,2005,74,98.76923077,64.36436436,1,-5.785,0,20.3125,5.677491601,4.94E-05,18.4056272,54.88180884,107.005,hip hop,4.574
cherish,do it to it,226293,FALSE,2006,65,84.71794872,67.06706707,2,-5.559,1,29.34027778,0.893617021,0,58.03048066,81.6032888,74.007,hip hop,3.77155
muse,supermassive black hole,212439,FALSE,2006,75,68.51282051,92.19219219,7,-3.727,1,7.621527778,5.509518477,0.00517,10.28135991,80.36998972,120,rock,3.54065
chris brown,gimme that,186826,FALSE,2005,63,69.53846154,57.25725726,11,-7.033,0,8.090277778,0.41881299,6.59E-05,13.83352872,45.63206578,87.165,hip hop,3.113766667
infernal,from paris to berlin,209666,FALSE,2004,57,76,86.98698699,9,-6.534,0,14.16666667,10.75027996,0,4.642438453,86.22816033,126.069,pop,3.494433333
cassie,me & u,192213,FALSE,2006,73,82.35897436,45.44544545,8,-4.802,0,5.104166667,39.41769317,0,7.678780774,75.95066804,99.99,pop,3.20355
e-40,u and dat (feat. t. pain & kandi girl),202720,TRUE,2006,63,88,48.44844845,6,-7.448,0,48.09027778,2.698768197,1.80E-06,14.41969519,33.81294964,99.992,hip hop,3.378666667
the pussycat dolls,beep,229360,FALSE,2005,57,96.20512821,73.57357357,7,-6.382,1,7.534722222,1.066069429,0,11.69988277,56.52620761,103.7,pop,3.822666667
lil jon,snap yo fingers,274386,FALSE,2006,67,85.64102564,75.77577578,8,-5.029,0,39.93055556,0.724524076,0,33.99765533,64.33710175,82.038,hip hop,4.5731
armand van helden,my my my - radio edit,190000,FALSE,2006,40,69.53846154,76.87687688,7,-8.502,1,23.78472222,2.183650616,0.00866,3.774912075,77.90339157,127.51,pop,3.166666667
the notorious b.i.g.,"nasty girl (feat. diddy, nelly, jagged edge & avery storm) - 2005 remaster",286186,TRUE,2005,68,85.43589744,62.86286286,2,-7.041,1,24.47916667,10.62709966,1.60E-06,33.05978898,66.28982528,106.328,hip hop,4.769766667
yung joc,it's goin' down (feat. nitti),241840,TRUE,2006,66,91.07692308,57.75775776,1,-7.702,0,10.625,11.04143337,0,15.35756155,62.58992806,84.003,hip hop,4.030666667
shayne ward,no promises,223066,FALSE,2006,1,51.28205128,49.84984985,4,-6.087,1,4.513888889,59.01455767,0,14.41969519,18.70503597,79.798,pop,3.717766667
justin timberlake,my love (feat. t.i.),276160,FALSE,2006,72,79.07692308,68.06806807,11,-5.881,0,38.88888889,31.01903695,1.18E-05,79.95310668,83.04213772,119.952,pop,4.602666667
nickelback,savin' me,219320,FALSE,2005,65,45.23076923,81.58158158,3,-4.088,1,4.791666667,0.081858903,0,48.53458382,53.64850976,164.007,rock,3.655333333
nelly,grillz,271160,FALSE,2005,60,88.92307692,50.45045045,4,-7.737,0,41.84027778,4.008958567,0,35.99062134,86.33093525,82.996,hip hop,4.519333333
take that,patience,202066,FALSE,2006,64,31.69230769,78.37837838,10,-4.154,1,7.03125,15.90145577,1.11E-06,13.83352872,38.23227133,175.788,pop,3.367766667
fergie,london bridge,241306,TRUE,2006,57,78.87179487,60.96096096,1,-5.894,1,61.97916667,24.1881299,0,19.46072685,65.05652621,90.951,pop,4.021766667
cascada,everytime we touch - radio edit,199120,FALSE,2011,0,65.64102564,97.7977978,8,-5.369,1,9.635416667,0.516237402,1.68E-05,43.49355217,50.668037,142.019,hip hop,3.318666667
ll cool j,control myself,233973,FALSE,2006,42,84.61538462,87.68768769,10,-6.556,0,36.63194444,1.039193729,1.20E-05,24.03282532,49.331963,120.066,hip hop,3.89955
beyoncé,deja vu (feat. jay-z),240280,FALSE,2007,57,66.05128205,74.67467467,7,-4.941,1,59.20138889,0.795072788,1.22E-05,8.710433763,36.48509764,105.253,pop,4.004666667
p!nk,stupid girls,197173,TRUE,2006,0,70.05128205,88.68868869,4,-5.045,0,12.32638889,0.082642777,0.00188,6.143024619,58.17060637,100.04,pop,3.286216667
eminem,when i'm gone,281320,TRUE,2005,68,63.38461538,74.67467467,10,-5.476,0,61.11111111,6.192609183,0,32.00468933,77.08119219,75.272,hip hop,4.688666667
kelis,bossy,273973,FALSE,2006,50,92.92307692,63.36336336,4,-5.316,1,32.98611111,0.020380739,8.34E-06,6.799531067,80.06166495,84.021,pop,4.566216667
bob sinclar,love generation - radio edit,207613,FALSE,2005,49,73.33333333,81.28128128,1,-5.758,1,10.76388889,19.5968645,0.000134,5.158264947,56.9373073,128.04,pop,3.460216667
mary j. blige,be without you - kendu mix,246333,TRUE,2005,69,74.46153846,70.07007007,2,-5.881,0,17.32638889,8.029115342,0,30.71512309,69.16752312,146.559,pop,4.10555
girls aloud,something kinda ooooh,201590,FALSE,2012,49,69.84615385,90.89089089,11,-3.918,0,8.211805556,2.597984323,0,41.61781946,90.33915725,131.925,pop,3.359833333
rihanna,unfaithful,226973,FALSE,2006,70,60.30769231,39.13913914,0,-8.607,0,5.798611111,93.95296753,0,26.6119578,35.8684481,144.069,hip hop,3.782883333
kanye west,touch the sky,236600,TRUE,2005,73,56.61538462,84.68468468,9,-4.912,1,59.375,1.276595745,0,36.22508792,56.9373073,98.56,hip hop,3.943333333
dem franchize boyz,"lean wit it, rock wit it",229813,TRUE,2006,60,90.87179487,62.06206206,5,-5.854,1,53.29861111,9.182530795,0,11.72332943,61.66495375,76.035,hip hop,3.830216667
evanescence,call me when you're sober,214706,FALSE,2006,65,46.15384615,88.38838839,7,-4.094,1,9.097222222,0.21612542,0,34.34935522,33.71017472,93.41,metal,3.578433333
chingy,pullin' me back,234133,TRUE,2006,62,80.61538462,51.15115115,7,-6.66,1,49.65277778,9.238521837,0,14.06799531,60.32887975,80,hip hop,3.902216667
nickelback,far away,238173,FALSE,2005,70,53.12820513,79.77977978,6,-5.153,1,5.364583333,0.076259798,0,12.54396249,30.11305242,132.918,rock,3.96955
fall out boy,"dance, dance",180266,FALSE,2005,74,63.79487179,96.1961962,11,-3.198,0,26.73611111,0.585666293,0,10.01172333,46.14594039,114.452,rock,3.004433333
leona lewis,a moment like this,257293,FALSE,2007,57,26.76923077,56.25625626,8,-3.667,1,5.225694444,47.36842105,7.54E-06,15.35756155,17.16341213,70.543,pop,4.288216667
t.i.,what you know,274333,TRUE,2006,64,56.51282051,81.08108108,11,-4.365,1,5.972222222,1.735722284,0,19.81242673,34.12127441,73.464,hip hop,4.572216667
ludacris,money maker,230613,TRUE,2006,62,56.51282051,59.85985986,1,-6.79,1,46.875,16.79731243,0,35.05275498,62.89825283,78.756,hip hop,3.84355
nick lachey,what's left of me,244613,FALSE,2006,37,43.07692308,74.27427427,7,-5.665,1,6.510416667,15.90145577,0,16.99882767,30.21582734,149.965,pop,4.076883333
jibbs,chain hang low,207586,TRUE,2006,56,81.23076923,58.95895896,4,-6.869,0,45.48611111,2.900335946,0.000128,13.36459555,79.95889003,157.147,hip hop,3.459766667
arctic monkeys,when the sun goes down,202133,TRUE,2006,72,35.69230769,87.58758759,11,-4.758,0,34.54861111,3.818589026,0,13.71629543,41.82939363,169.152,rock,3.368883333
rascal flatts,life is a highway,276773,FALSE,2006,0,57.53846154,93.69369369,5,-5.409,1,10.64236111,0.207166853,0,11.95779601,61.04830421,103.055,country,4.612883333
beyoncé,check on it (feat. slim thug),211186,FALSE,2006,45,71.79487179,88.78878879,7,-3.887,1,37.84722222,9.014557671,0,44.07971864,90.75025694,166.104,pop,3.519766667
keyshia cole,love,255333,FALSE,2005,72,70.56410256,51.95195195,5,-4.285,1,4.913194444,7.166853303,0,11.72332943,32.68242549,116.714,hip hop,4.25555
lily allen,smile,196893,TRUE,2006,68,64.82051282,63.96396396,5,-5.938,1,4.496527778,0.160134378,0,25.90855803,75.3340185,95.506,pop,3.28155
ne-yo,sexy love,220853,FALSE,2006,67,71.07692308,51.65165165,8,-6.446,1,7.170138889,33.25867861,0.000127,7.080890973,50.77081192,94.02,pop,3.680883333
jojo,too little too late,223680,FALSE,2006,48,54.87179487,82.38238238,6,-5.338,0,7.482638889,1.265397536,3.88E-06,17.11606096,70.4008222,83.001,hip hop,3.728
mary j. blige,one,260466,FALSE,2005,64,35.28205128,87.48748749,0,-3.161,1,13.48958333,9.417693169,0,15.12309496,27.64645427,185.888,pop,4.3411
bubba sparxxx,ms. new booty,252653,TRUE,2005,62,65.64102564,62.06206206,1,-5.931,1,72.22222222,1.791713326,0,9.742086753,62.58992806,129.37,hip hop,4.210883333
amy winehouse,you know i'm no good,256946,FALSE,2006,63,72.30769231,80.68068068,9,-3.607,1,5.364583333,1.478163494,0.00428,8.218053927,75.43679342,103.383,R&B,4.282433333
rascal flatts,what hurts the most,214106,FALSE,2006,69,55.07692308,67.46746747,5,-5.134,0,4.809027778,0.985442329,0,31.06682298,33.91572456,136.002,country,3.568433333
red hot chili peppers,dani california,282160,FALSE,2006,76,57.02564103,91.39139139,0,-2.36,1,7.586805556,2.161254199,8.59E-06,40.56271981,75.02569373,96.184,rock,4.702666667
scissor sisters,i don't feel like dancin',288360,FALSE,2006,63,72.51282051,92.39239239,7,-3.409,1,4.791666667,2.183650616,0,40.09378664,86.84480987,108.023,pop,4.806
ne-yo,so sick,207186,FALSE,2006,75,46.35897436,57.45745746,6,-8.336,1,53.81944444,27.54759239,0,22.15709261,59.60945529,92.791,pop,3.4531
hinder,lips of an angel,261053,FALSE,2019,35,48.61538462,74.47447447,2,-5.386,1,5.920138889,2.329227324,1.22E-06,24.5017585,24.46043165,129.005,pop,4.350883333
the raconteurs,"steady, as she goes",215266,FALSE,2006,56,53.84615385,57.85785786,9,-4.563,1,20.83333333,1.478163494,0.00916,12.66119578,55.19013361,123.696,rock,3.587766667
the fratellis,chelsea dagger,215306,FALSE,2006,68,52.41025641,81.58158158,7,-3.14,1,25,5.498320269,0,9.683470106,60.22610483,154.514,rock,3.588433333
fort minor,where'd you go (feat. holly brook & jonah matranga),231866,TRUE,2005,42,70.15384615,81.98198198,1,-3.309,0,41.31944444,29.33930571,0.00197,13.24736225,25.69373073,179.999,hip hop,3.864433333
panic! at the disco,i write sins not tragedies,185586,FALSE,2005,70,58.05128205,81.58158158,9,-4.481,0,24.30555556,8.253079507,0,14.06799531,69.0647482,169.961,rock,3.0931
christina aguilera,ain't no other man,228906,FALSE,2006,63,88.41025641,74.27427427,7,-4.722,1,38.54166667,0.421052632,0.00855,12.07502931,52.51798561,127.91,pop,3.8151
keane,is it any wonder?,186173,FALSE,2006,59,50.15384615,95.5955956,11,-2.771,0,6.302083333,0.004277716,0.000178,39.15592028,83.8643371,129.352,pop,3.102883333
orson,no tomorrow,167493,FALSE,2006,46,67.28205128,62.46246246,3,-4.623,0,11.99652778,0.727883539,0,32.5908558,75.53956835,124.082,pop,2.79155
kt tunstall,black horse and the cherry tree,172373,FALSE,2005,64,76.71794872,78.67867868,4,-7.788,0,11.12847222,36.73012318,0,39.85932005,94.24460432,104.833,World/Traditional,2.872883333
natasha bedingfield,unwritten,259333,FALSE,2004,2,72.41025641,80.08008008,5,-6.333,1,6.927083333,0.653975364,0,9.636576788,64.64542652,100.011,pop,4.322216667
razorlight,america,249760,FALSE,2006,67,45.84615385,56.85685686,2,-4.975,1,5.295138889,33.03471445,3.26E-06,41.61781946,15.31346351,90.933,rock,4.162666667
james morrison,you give me something,213173,FALSE,2006,64,57.33333333,68.86886887,7,-6.496,1,19.79166667,24.1881299,0,10.02344666,59.40390545,79.753,pop,3.552883333
snow patrol,you're all i have,273333,FALSE,2006,35,47.8974359,92.19219219,2,-4.554,1,7.8125,0.006136618,0.0566,20.63305979,51.49023638,132.013,World/Traditional,4.55555
the fray,how to save a life,262533,FALSE,2005,79,65.64102564,74.37437437,10,-4.08,1,6.579861111,30.12318029,0,11.84056272,37.10174717,122.035,pop,4.37555
sandi thom,i wish i was a punk rocker (with flowers in my hair),151640,FALSE,2006,61,71.79487179,46.54654655,4,-6.815,1,62.15277778,60.91825308,0,71.04337632,73.89516958,108.102,World/Traditional,2.527333333
my chemical romance,welcome to the black parade,311106,FALSE,2006,76,22.25641026,90.59059059,2,-4.103,1,13.05555556,0.032362822,0.00011,26.02579132,24.25488181,96.95,rock,5.1851
razorlight,in the morning,222453,FALSE,2006,59,63.17948718,85.58558559,4,-3.495,0,7.291666667,0.424412094,0.000863,37.28018757,70.50359712,124.191,rock,3.70755
james morrison,wonderful world,210066,FALSE,2006,49,48.61538462,71.07107107,1,-4.606,1,5.034722222,6.136618141,0,11.41852286,60.73997945,78.969,pop,3.5011
chris brown,yo (excuse me miss),229040,FALSE,2005,69,54.97435897,61.26126126,4,-5.847,1,47.22222222,13.32586786,0,24.5017585,58.58170606,86.768,hip hop,3.817333333
p!nk,who knew,208493,FALSE,2006,0,70.56410256,73.47347347,9,-4.569,1,4.756944444,0.517357223,0,8.862837046,47.27646454,140.004,pop,3.474883333
the kooks,naive,203506,FALSE,2006,73,40.1025641,80.88088088,8,-6.209,0,15.48611111,8.49944009,0,17.46776084,75.74511819,100.304,rock,3.391766667
leona lewis,bleeding love,262466,FALSE,2007,75,65.43589744,65.66566567,5,-5.886,1,6.197916667,21.05263158,0,17.11606096,23.12435766,104.036,pop,4.374433333
rihanna,umbrella,275986,FALSE,2008,81,59.79487179,82.98298298,1,-4.603,1,23.26388889,0.967525196,0,4.994138335,59.09558068,174.028,hip hop,4.599766667
britney spears,gimme more,251240,FALSE,2007,79,80.82051282,84.48448448,2,-3.131,1,5.798611111,27.99552072,0.000678,8.475967175,39.26002055,113.324,pop,4.187333333
fergie,big girls don't cry (personal),268120,FALSE,2006,76,72.61538462,64.16416416,7,-4.296,1,5.815972222,22.95632699,0,11.07854631,26.0020555,113.082,pop,4.468666667
mark ronson,valerie (feat. amy winehouse) - version revisited,219413,FALSE,2007,0,71.58974359,84.48448448,1,-4.789,1,9.444444444,0.28331467,0.000426,14.53692849,92.08633094,105.828,pop,3.656883333
justin timberlake,what goes around.../...comes around (interlude),448573,FALSE,2006,70,70.46153846,72.37237237,7,-4.751,1,12.30902778,13.66181411,0.00102,67.17467761,44.3987667,76,pop,7.476216667
gwen stefani,the sweet escape,246466,FALSE,2006,71,77.53846154,77.07707708,1,-3.502,1,5.954861111,21.38857783,0,20.86752638,75.02569373,119.961,pop,4.107766667
timbaland,the way i are,179120,FALSE,2007,80,74.97435897,80.78078078,3,-6.492,0,17.36111111,20.268757,0.751,37.39742087,78.62281603,114.759,hip hop,2.985333333
nelly furtado,say it right,223080,FALSE,2006,81,89.43589744,87.28728729,1,-6.328,1,24.13194444,5.330347144,0.00112,6.365767878,83.14491264,116.948,hip hop,3.718
alex gaudino,destination calabria - radio edit,223111,FALSE,2007,73,64.30769231,95.4954955,2,-4.804,1,7.378472222,0.167973124,0.000814,34.23212192,32.06577595,128.016,Dance/Electronic,3.718516667
september,cry for you,209800,FALSE,2007,65,78.66666667,88.18818819,9,-3.988,1,5.225694444,0.14893617,0.000139,6.459554513,98.76670092,130.018,pop,3.496666667
akon,smack that,212360,TRUE,2006,58,96.41025641,74.37437437,5,-5.166,0,8.246527778,35.49832027,0,10.65650645,95.78622816,118.988,pop,3.539333333
timbaland,give it to me,234026,TRUE,2007,70,100,71.17117117,8,-3.904,1,10.97222222,18.81298992,0.000552,9.366940211,83.76156218,110.621,hip hop,3.900433333
50 cent,ayo technology,247946,TRUE,2007,67,64.61538462,78.27827828,8,-5.44,0,22.91666667,9.272116461,0,3.985932005,42.95991778,140.144,hip hop,4.132433333
eric prydz,proper education - radio edit,198567,FALSE,2007,0,55.07692308,93.79379379,0,-4.543,1,9.079861111,0.114221725,0.035,10.75029308,33.29907503,124.938,pop,3.30945
fedde le grand,put your hands up for detroit - radio edit,150533,FALSE,2015,0,84.82051282,93.19319319,7,-4.474,1,35.06944444,1.713325868,0.21,11.62954279,50.46248715,127.995,pop,2.508883333
ciara,like a boy,237053,FALSE,2006,68,71.8974359,72.47247247,0,-5.751,0,25.17361111,29.89921613,0,10.16412661,43.67934224,132.035,pop,3.950883333
kanye west,stronger,311866,TRUE,2007,54,63.28205128,71.77177177,10,-7.858,0,26.5625,0.631578947,0,47.83118406,50.35971223,103.992,hip hop,5.197766667
beyoncé,beautiful liar,199853,FALSE,2007,64,78.35897436,75.17517518,8,-3.74,1,12.20486111,0.620380739,0.000237,19.22626026,42.95991778,91.977,pop,3.330883333
gym class heroes,cupid's chokehold / breakfast in america - radio mix,237173,FALSE,2007,59,59.8974359,68.16816817,1,-5.084,0,13.55902778,55.43113102,0,33.88042204,84.37821172,79.702,hip hop,3.952883333
akon,i wanna love you,247066,TRUE,2006,53,88.71794872,45.04504505,0,-9.387,1,7.239583333,4.020156775,1.28E-06,36.10785463,36.17677287,99.989,pop,4.117766667
soulja boy,crank that (soulja boy),221933,FALSE,2007,74,75.48717949,74.07407407,0,-2.18,1,13.64583333,57.67077268,0,5.486518171,82.5282631,140.141,hip hop,3.698883333
fat joe,make it rain,247413,TRUE,2006,59,76.30769231,69.76976977,11,-5.063,0,34.20138889,1.187010078,0,9.871043376,78.82836588,149.28,hip hop,4.12355
p!nk,u + ur hand,214386,TRUE,2006,0,72.71794872,89.18918919,0,-3.688,1,9.166666667,0.161254199,0,3.985932005,91.05858171,141.04,pop,3.5731
rihanna,shut up and drive,212280,FALSE,2008,69,75.38461538,82.68268268,1,-4.902,1,6.059027778,0.113101904,0.129,23.09495897,76.05344296,132.964,hip hop,3.538
lloyd,get it shawty,209533,FALSE,2007,62,84.30769231,90.59059059,5,-4.032,0,41.84027778,13.77379619,0,5.814771395,69.27029805,128.014,hip hop,3.492216667
kanye west,can't tell me nothing,271600,TRUE,2007,47,61.12820513,62.06206206,5,-6.133,0,6.770833333,1.366181411,0,96.13130129,10.48304214,80.029,hip hop,4.526666667
linkin park,what i've done,205613,FALSE,2007,77,63.8974359,93.09309309,5,-5.285,1,5.625,1.578947368,1.64E-06,16.17819461,29.49640288,120.119,rock,3.426883333
keyshia cole,last night,255706,FALSE,2007,60,94.15384615,85.78578579,3,-5.032,0,10.81597222,18.58902576,0.0003,10.02344666,99.89722508,121.006,hip hop,4.261766667
chris brown,kiss kiss (feat. t-pain),250666,FALSE,2007,68,74.76923077,65.86586587,10,-3.386,0,39.0625,5.666293393,0,8.124267292,56.62898253,140.043,hip hop,4.177766667
shop boyz,party like a rock star,253400,TRUE,2007,61,63.48717949,70.97097097,7,-4.633,1,6.857638889,0.605823068,0,59.43728019,69.88694758,144.972,hip hop,4.223333333
finger eleven,paralyzer,208106,FALSE,2007,73,66.05128205,93.99399399,11,-3.486,0,7.916666667,17.58118701,0,27.31535756,88.48920863,106.031,rock,3.468433333
justin timberlake,summer love,252973,FALSE,2006,66,62.15384615,59.15915916,0,-7.228,0,15.10416667,8.465845465,0,38.45252052,49.02363823,95.802,pop,4.216216667
mims,this is why i'm hot,253706,TRUE,2007,59,63.69230769,60.06006006,8,-6.349,1,100,31.01903695,0,58.03048066,49.84583762,80.021,hip hop,4.228433333
